Name,Citation,,Year,Country,Longitude,Latitude,Elevation (m),MAP (mm),MAT (��C),Soil type (FAO),Land-use type,,,depth,Sand,Silt,Clay,pH,soil C,soil N,soil P,SMB C,SMB N,SMB P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shi, Y., R. Lalande, N. Ziadi, M. Sheng, and Z. Hu (2012), An assessment of the soil microbial status after 17 years of tillage and mineral P fertilization management, Appl. Soil Ecol., 62, 14-23.",,2012,Canada,73,45,,877,6.4,Gleysols,Upland field,,,0~15,204,432,364,6.3,1890,149.9,,19.6,2.5,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shi, Y., R. Lalande, N. Ziadi, M. Sheng, and Z. Hu (2012), An assessment of the soil microbial status after 17 years of tillage and mineral P fertilization management, Appl. Soil Ecol., 62, 14-23.",,2012,Canada,73,45,,877,6.4,Gleysols,Upland field,,,15~30,204,432,364,6.3,1615.2,128.5,,15.2,1.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shi, Y., R. Lalande, N. Ziadi, M. Sheng, and Z. Hu (2012), An assessment of the soil microbial status after 17 years of tillage and mineral P fertilization management, Appl. Soil Ecol., 62, 14-23.",,2012,Canada,73,45,,877,6.4,Gleysols,Upland field,,,15~30,204,432,364,6.3,1615.2,128.5,,14.7,1.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shi, Y., R. Lalande, N. Ziadi, M. Sheng, and Z. Hu (2012), An assessment of the soil microbial status after 17 years of tillage and mineral P fertilization management, Appl. Soil Ecol., 62, 14-23.",,2012,Canada,73,45,,877,6.4,Gleysols,Upland field,,,15~30,204,432,364,6.3,1615.2,128.5,,17.3,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shi, Y., R. Lalande, N. Ziadi, M. Sheng, and Z. Hu (2012), An assessment of the soil microbial status after 17 years of tillage and mineral P fertilization management, Appl. Soil Ecol., 62, 14-23.",,2012,Canada,73,45,,877,6.4,Gleysols,Upland field,,,15~30,204,432,364,6.3,1373.8,114.2,,17.2,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shi, Y., R. Lalande, N. Ziadi, M. Sheng, and Z. Hu (2012), An assessment of the soil microbial status after 17 years of tillage and mineral P fertilization management, Appl. Soil Ecol., 62, 14-23.",,2012,Canada,73,45,,877,6.4,Gleysols,Upland field,,,15~30,204,432,364,6.3,1373.8,114.2,,17.4,1.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shi, Y., R. Lalande, N. Ziadi, M. Sheng, and Z. Hu (2012), An assessment of the soil microbial status after 17 years of tillage and mineral P fertilization management, Appl. Soil Ecol., 62, 14-23.",,2012,Canada,73,45,,877,6.4,Gleysols,Upland field,,,15~30,204,432,364,6.3,1373.8,114.2,,11,1.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,36,,,,Gleysols,Paddy field,,,plow layer,,,410,5.4,1548.6,123.5,,27.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,36,,,,Gleysols,Paddy field,,,plow layer,,,410,5.5,1790.1,137.1,,31.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,36,,,,Gleysols,Paddy field,,,plow layer,,,410,5.8,1731.8,132.1,,30.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,36,,,,Gleysols,Paddy field,,,plow layer,,,410,5.6,1790.1,137.1,,30.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Gleysols,Paddy field,,,plow layer,,,240,5.2,1490.3,127.1,,17,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Gleysols,Paddy field,,,plow layer,,,240,5.6,1790.1,146.4,,27.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Gleysols,Paddy field,,,plow layer,,,240,6.1,1590.2,133.5,,27.6,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Gleysols,Paddy field,,,plow layer,,,240,6.4,2955.7,207,,40.9,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,170,6.2,1440.4,121.4,,43.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,170,6.1,1640.2,135.6,,54.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,170,6.5,1931.6,154.9,,63,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,170,6.5,2347.9,202,,100.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,120,6.6,774.3,61.4,,25.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,120,5.9,491.2,48.5,,17.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,120,5.7,782.6,72.1,,32.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,135,35,,,,Gleysols,Paddy field,,,plow layer,,,120,5.9,1140.6,99.2,,52.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Fluvisols,Paddy field,,,plow layer,,,150,5.4,1223.9,129.2,,55.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Fluvisols,Paddy field,,,plow layer,,,150,6.1,1407.1,134.2,,71.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Fluvisols,Paddy field,,,plow layer,,,150,5.7,1565.3,164.2,,81.8,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Fluvisols,Paddy field,,,plow layer,,,150,5.7,1490.3,122.8,,84.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Fluvisols,Paddy field,,,plow layer,,,150,5.7,1765.1,145.6,,100.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Fluvisols,Paddy field,,,plow layer,,,150,5.9,1865,148.5,,98.3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shibahara, F., and K. Inubushi (1997), Effects of organic matter application on microbial biomass and available nutrients in various types of paddy soils, Soil Sci. Plant Nutr., 43(1), 191-203.",,1997,Japan,136,35,,,,Fluvisols,Paddy field,,,plow layer,,,150,5.8,1931.6,149.2,,89.1,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shimamoto, M., K. Sakamoto, and T. Yoshida (1995), The contribution of microbial biomass N to available soil N in heated soils, Jpn. J. Soil Sci. Plant Nutr., 66(1), 27-31.",pod experiment,1995,Japan,140,35,,,,Cambisols,Upland field,,,,,,,7.5,1015.8,85.7,,25.4,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Shimamoto, M., K. Sakamoto, and T. Yoshida (1995), The contribution of microbial biomass N to available soil N in heated soils, Jpn. J. Soil Sci. Plant Nutr., 66(1), 27-31.",pod experiment,1995,Japan,140,35,,,,Andosols,Upland field,,,,,,,6.3,5361.9,371.3,,8.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,299,,29,,Savanna,"Savannna, Grassland",,0~15,,,,7.2,1332.1,71.4,6.5,29.1,2.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,299,,29,,Savanna,,,0~15,,,,7.2,1332.1,71.4,6.5,28.5,2.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,299,,29,,Savanna,,,0~15,,,,7.2,1332.1,71.4,6.5,26.7,3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,83,24,299,,29,,Savanna,,,0~15,,,,7.2,1332.1,71.4,6.5,28.1,2.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,,29,,Grassland,,,0~15,,,,6.6,1498.7,71.4,3.2,24.1,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,,29,,Grassland,,,0~15,,,,6.6,1498.7,71.4,3.2,29.7,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,,29,,Grassland,,,0~15,,,,6.6,1498.7,71.4,3.2,24.2,3.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Singh, J. S., D. P. Singh, and A. K. Kashyap (2010), Microbial biomass C, N and P in disturbed dry tropical forest soils, India, Pedosphere, 20(6), 780-788.",,2010,India,82,25,100,,29,,Grassland,,,0~15,,,,6.6,1498.7,71.4,3.2,26,2.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sotomayor-Ram?rez, D., A. Lugo-Ospina, and R. Ramos-Santana (2004), Vegetation influence on soil quality in a highly degraded tropical soil, J. Agric. Univ. Puerto Rico, 88(1-2), 11-26.",,2004,Puerto Rico,66,18,,,,Acrisols,Pasture,"grasses, legume shrubs",,0~15,,,,4.72,1315.5,121.4,,15.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sotomayor-Ram?rez, D., A. Lugo-Ospina, and R. Ramos-Santana (2004), Vegetation influence on soil quality in a highly degraded tropical soil, J. Agric. Univ. Puerto Rico, 88(1-2), 11-26.",,2004,Puerto Rico,66,18,,,,Acrisols,Pasture,,,0~15,,,,4.56,1490.3,121.4,,16.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sotomayor-Ram?rez, D., A. Lugo-Ospina, and R. Ramos-Santana (2004), Vegetation influence on soil quality in a highly degraded tropical soil, J. Agric. Univ. Puerto Rico, 88(1-2), 11-26.",,2004,Puerto Rico,66,18,,,,Acrisols,Shrub,,,0~15,,,,4.5,774.3,85.7,,9.3,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sotomayor-Ram?rez, D., A. Lugo-Ospina, and R. Ramos-Santana (2004), Vegetation influence on soil quality in a highly degraded tropical soil, J. Agric. Univ. Puerto Rico, 88(1-2), 11-26.",,2004,Puerto Rico,66,18,,,,Acrisols,Shrub,,,0~15,,,,4.46,1248.9,100,,12.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sotomayor-Ram?rez, D., A. Lugo-Ospina, and R. Ramos-Santana (2004), Vegetation influence on soil quality in a highly degraded tropical soil, J. Agric. Univ. Puerto Rico, 88(1-2), 11-26.",,2004,Puerto Rico,66,18,,,,Acrisols,Bare soil,,,0~15,,,,4.5,499.6,85.7,,11.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Stark, C. H. E., L. M. Condron, A. Stewart, H. J. Di, and M. O'Callaghan (2004), Small-scale spatial variability of selected soil biological properties, Soil Biol. Biochem., 36(4), 601-608.",,2004,New Zealand,171,-43,,,,Cambisols,Upland field,,,0~15,,,,,1890,135.6,,38.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Stark, C. H. E., L. M. Condron, A. Stewart, H. J. Di, and M. O'Callaghan (2004), Small-scale spatial variability of selected soil biological properties, Soil Biol. Biochem., 36(4), 601-608.",,2004,New Zealand,171,-43,,,,Cambisols,Upland field,,,0~15,,,,,2364.6,171.3,,41.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Acrisols,Upland field,,,0~15,560,109,331,6,1044.6,80,,13.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Acrisols,Upland field,,,0~15,560,109,331,6,1054.1,77.1,,15.8,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Acrisols,Upland field,,,0~15,560,109,331,6,1031.1,76.7,,13.4,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Acrisols,Upland field,,,0~15,560,109,331,6,1061.8,79.6,,15.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Arenosols,Upland field,,,0~15,917,33,49,6.5,315,28.2,,5.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Arenosols,Upland field,,,0~15,917,33,49,6.5,314.3,28,,6.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Arenosols,Upland field,,,0~15,917,33,49,6.5,321.8,27.9,,5.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugihara, S., S. Funakawa, M. Kilasara, and T. Kosaki (2010), Effect of land management and soil texture on seasonal variations in soil microbial biomass in dry tropical agroecosystems in Tanzania, Appl. Soil Ecol., 44(1), 80-88.",,2010,Tanzania,37,-6,579,875,24.5,Arenosols,Upland field,,,0~15,917,33,49,6.5,324.7,28.6,,5.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asada et al. ,"Sugito, T., K. Yoshida, M. Takebe, T. Shinano, and K. Toyota (2010), Soil microbial biomass phosphorus as an indicator of phosphorus availability in a gleyic Andosol, Soil Science and Plant Nutrition, 56, 390-398.",,2010,Japan,141,42,,,,Andosols,Upland field,,,0~15,,,,5.6,5178.7,249.9,39.1,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
